GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",1,"...","Personal consumption expenditures",20605.1,21594.8,22874.8,25120.0,26334.5,27875.5,29896.1,31706.6,33605.1,34961.9,36169.5,36994.6,36555.7,37392.6,38483.1,39218.1,40109.9,41687.4,43185.3,44283.4,45710.0,47731.3
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",2,"..."," Goods",6404.6,6575.8,7294.3,8183.1,8455.9,9012.4,9661.8,10184.7,10743.1,10875.9,10972.7,10819.0,10286.6,10604.4,10971.6,11197.2,11448.4,11934.8,12167.4,12482.2,13113.0,13808.2
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",3,"...","  Durable goods",1835.4,1970.8,2227.7,2510.4,2635.2,2920.9,3125.2,3268.6,3355.1,3368.6,3300.0,3014.9,2842.7,2932.2,3014.7,3078.4,3189.2,3350.5,3504.4,3626.0,3793.9,3944.0
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",4,"...","   Motor vehicles and parts",749.5,835.0,930.7,1042.5,1108.5,1230.6,1299.4,1275.4,1249.7,1155.4,1132.3,958.8,938.2,999.7,1023.8,1047.3,1104.7,1193.0,1235.1,1235.9,1283.7,1356.0
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",5,"...","   Furnishings and durable household equipment",405.3,428.5,485.2,557.4,581.3,662.9,706.0,760.5,788.6,809.7,778.1,718.6,646.9,652.8,667.7,693.1,712.2,749.1,789.7,851.3,933.9,983.9
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",6,"...","   Recreational goods and vehicles",437.4,449.8,516.4,572.7,618.9,679.5,732.8,808.1,871.6,916.4,876.2,836.1,777.7,774.7,788.2,786.4,805.9,807.9,829.9,867.9,882.3,883.7
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",7,"...","   Other durable goods",243.2,257.5,295.4,337.8,326.6,347.9,387.1,424.6,445.2,487.1,513.5,501.3,479.8,505.0,535.1,551.6,566.3,600.5,649.7,670.9,694.1,720.4
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",8,"...","  Nondurable goods",4569.1,4605.0,5066.6,5672.7,5820.6,6091.5,6536.6,6916.1,7388.0,7507.2,7672.7,7804.1,7444.0,7672.2,7956.9,8118.8,8259.2,8584.3,8663.0,8856.3,9319.1,9864.2
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",9,"...","   Food and beverages purchased for off-premises consumption",1707.6,1724.7,1840.0,2001.7,2037.5,2161.2,2248.9,2340.7,2436.0,2535.6,2642.0,2690.6,2675.3,2704.6,2770.1,2834.3,2882.2,2977.3,3025.6,3077.4,3149.2,3312.1
 "44000" ,"Rhode Island",1,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",10,"...","   Clothing and footwear",761.2,773.6,860.5,951.1,914.9,934.7,971.5,1029.4,1050.9,1084.1,973.6,934.4,853.4,875.8,902.6,954.4,956.1,978.8,992.7,995.4,986.7,1025.7
