GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",1,"...","Personal consumption expenditures",110399.5,116590.7,124195.3,131532.7,137083.2,143459.7,149434.2,155813.7,163736.6,170433.6,178134.9,185249.7,184807.1,190110.3,198834.5,205279.2,208995.0,214401.1,220916.4,226997.0,235905.4,245424.7
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",2,"..."," Goods",44729.9,46274.2,49541.6,51197.4,52956.5,55370.0,57369.7,59404.0,62015.4,63732.7,65372.8,67406.4,64824.6,66634.9,70423.2,72427.8,73098.9,74053.5,73931.9,74876.6,77786.9,80178.7
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",3,"...","  Durable goods",15401.7,16477.5,17720.5,18128.8,19012.8,20168.6,20760.2,21229.4,21618.3,21416.4,21605.9,20830.5,19871.3,19851.8,20405.3,21079.3,21542.1,22090.3,23019.2,23794.2,24545.3,25347.6
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",4,"...","   Motor vehicles and parts",6661.6,7214.9,7720.1,7676.8,8260.6,8549.2,8499.6,8381.8,8279.5,7847.3,7929.1,6987.2,6793.1,7331.7,7634.6,8171.4,8350.6,8750.2,9381.1,9482.5,9744.8,10034.7
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",5,"...","   Furnishings and durable household equipment",2870.6,3067.2,3355.7,3598.1,3674.6,3990.3,4250.6,4485.8,4732.9,4760.8,4779.3,4585.9,4162.0,4122.5,4273.7,4382.5,4427.1,4547.5,4776.1,5078.3,5388.4,5587.3
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",6,"...","   Recreational goods and vehicles",4238.5,4474.2,4802.2,4968.8,5207.3,5616.5,5875.1,6128.6,6289.5,6344.8,6324.1,6611.4,6264.0,5757.5,5713.0,5698.6,5915.1,5885.5,5796.5,6099.5,6288.8,6513.6
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",7,"...","   Other durable goods",1631.1,1721.2,1842.6,1885.1,1870.4,2012.5,2134.9,2233.1,2316.4,2463.4,2573.5,2646.0,2652.2,2640.1,2784.0,2826.9,2849.3,2907.0,3065.5,3133.8,3123.2,3212.0
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",8,"...","  Nondurable goods",29328.1,29796.6,31821.0,33068.5,33943.7,35201.4,36609.5,38174.6,40397.1,42316.3,43766.9,46575.9,44953.4,46783.1,50017.9,51348.4,51556.8,51963.2,50912.8,51082.3,53241.6,54831.1
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",9,"...","   Food and beverages purchased for off-premises consumption",9310.6,9501.6,9810.4,10021.0,10309.5,10710.4,11057.3,11650.9,12315.0,12562.1,13250.7,13988.1,14453.7,14771.1,15189.8,15473.8,15559.8,15719.1,15840.5,16110.8,16516.1,16644.7
 "29000" ,"Missouri",4,SAEXP1,"Total personal consumption expenditures (PCE) by state","Millions of current dollars",10,"...","   Clothing and footwear",4263.2,4413.0,4601.0,4469.7,4481.2,4754.7,4909.0,4947.4,5091.1,5223.2,5183.7,5136.1,5105.8,5115.6,5334.7,5461.8,5467.3,5565.8,5647.7,5664.0,5648.2,5736.1
