GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",1,"...","All industry total",2323106,2385653,2480876,2675531,2770909,2895326,3143376,3372092,3537424,3620074,3606444,3645993,3709685,3801366,3935776,4078815,4267095,4441369,4597251,4710364,4931371,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",2,"..."," Private industries",2371885,2425121,2521221,2714533,2813350,2947467,3199404,3431493,3606884,3690677,3672198,3713311,3783891,3874416,4009592,4149202,4337328,4514169,4672987,4802281,5019006,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",3,"11","  Agriculture, forestry, fishing and hunting",1595,-18,-2604,-2925,-3871,-1365,-1656,540,-2715,256,3616,3145,2355,2972,5408,5750,6237,7534,5872,4843,5857,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",4,"111-112","   Farms",302,-1455,-4133,-4683,-5242,-2706,-3084,-1107,-4473,-1638,1709,1003,420,754,3036,3467,3995,5418,3886,2627,3425,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",5,"113-115","   Forestry, fishing, and related activities",1292,1437,1530,1758,1370,1340,1428,1647,1758,1893,1907,2142,1935,2218,2372,2282,2242,2116,1986,2215,2432,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",6,"21","  Mining, quarrying, and oil and gas extraction",1838,2082,2264,2480,1879,2011,1734,1854,2323,2656,3007,2764,2485,2277,2446,3223,3784,4635,4418,4705,4685,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",7,"211","   Oil and gas extraction",0,0,0,0,0,7,7,8,9,9,47,31,19,13,10,348,504,487,215,51,0,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",8,"212","   Mining (except oil and gas)",1353,1559,1737,1917,1702,1817,1561,1713,2301,2633,2946,2716,2464,2264,2436,2875,3280,4147,4203,4654,4685,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",9,"213","   Support activities for mining",486,523,526,563,177,187,166,134,13,14,14,17,1,0,0,0,0,0,0,0,0,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",10,"22","  Utilities",107880,101540,95440,116503,111360,103980,111921,114254,126670,148352,149363,155845,177117,168442,180095,178617,184385,186749,187047,196962,210749,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",11,"23","  Construction",11534,13336,15328,15994,14902,16561,18731,20367,21173,21063,21671,21181,22325,20670,20748,21440,21901,22755,22617,24537,25965,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",12,"31-33","  Manufacturing",132414,136440,144174,150865,161069,168004,173086,186800,188545,187613,204303,199461,210303,202926,212896,219418,238849,264501,270573,270661,293703,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",13,"321,327-339","   Durable goods manufacturing",80315,82176,86808,92668,99468,101081,99600,105712,104848,99497,106313,105716,111925,107375,107032,108427,117973,133122,131488,124759,133098,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",14,"321","    Wood product manufacturing",1109,1064,1109,1260,1082,1134,1205,1174,1107,1089,1293,1479,1865,1520,1585,1705,1795,1331,1300,1512,1589,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",15,"327","    Nonmetallic mineral product manufacturing",2852,2637,2894,2992,2294,2251,2192,1995,2091,2293,2330,2529,3055,3102,3312,3358,3346,3962,3641,3725,3893,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",16,"331","    Primary metal manufacturing",11984,12054,13145,12815,9950,9288,9045,9096,8429,8164,10313,11434,13172,13211,13769,14009,14998,14320,13965,14816,15286,(NA)
 "44000","Rhode Island",1,SAGDP3N,"Taxes on production and imports less subsidies","Thousands of dollars",17,"332","    Fabricated metal product manufacturing",14660,15068,15408,16157,14131,14356,13649,14432,14028,13379,13698,13871,15427,14936,14743,14966,15457,17008,16524,16091,17171,(NA)
